"seqn","ocq130","ocq150","ocq160","ocq180","ocq210","ocd230","ocd240","ocq260","ocd270","ocq280","ocq290g","ocq290q","ocq300","ocq310a","ocq310b","ocq310c","ocq330a","ocq330b","ocq330c","ocq330d","ocq330e","ocq340","ocq350","ocq360","ocq380","ocq390g","ocd390","ocd395","ocq420","ocq430","ocq440","ocq450","ocq470g","ocd470","ocd480"
7370,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,11,7,2,NA,NA,NA,NA,NA,NA
7371,NA,1,NA,38,NA,4,28,1,348,1,2,NA,1,2,2,1,NA,2,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7372,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,6,2,NA,NA,NA,NA,NA,NA
7373,NA,1,NA,11,2,27,11,1,96,2,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7374,NA,1,NA,42,NA,18,16,1,0,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,16,108,NA,NA,NA,NA,NA,NA,NA
7375,NA,1,NA,5,2,36,21,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7377,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,180,2,NA,NA,NA,NA,NA,NA
7379,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7380,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7381,NA,1,NA,40,NA,34,11,1,4,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7383,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7384,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,41,72,1,1,24,1,4,NA,NA
7385,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,38,240,9,NA,NA,NA,NA,NA,NA
7386,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7387,NA,1,NA,40,NA,27,20,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7388,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,240,2,NA,NA,NA,NA,NA,NA
7389,NA,1,NA,42,NA,34,27,1,24,1,1,8,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,18,168,NA,NA,NA,NA,4,NA,NA
7393,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,180,2,NA,NA,NA,NA,NA,NA
7394,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,480,2,NA,NA,NA,NA,NA,NA
7395,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,120,2,NA,NA,NA,NA,NA,NA
7397,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,7,2,NA,NA,NA,NA,NA,NA
7398,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,480,2,NA,NA,NA,NA,NA,NA
7401,NA,1,NA,21,1,34,23,1,6,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7402,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7403,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7404,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7406,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7407,NA,1,NA,40,NA,4,30,5,60,2,1,1,1,1,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7408,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,11,12,2,NA,NA,NA,NA,NA,NA
7409,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,30,600,2,NA,NA,NA,NA,NA,NA
7410,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7411,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,31,648,1,1,7,2,NA,NA,NA
7412,NA,1,NA,40,NA,43,18,4,192,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7413,NA,1,NA,59,NA,1,25,1,600,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7414,NA,1,NA,40,NA,34,23,1,48,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7416,NA,1,NA,48,NA,30,2,1,19,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,84,NA,NA,NA,NA,NA,NA,NA
7418,NA,1,NA,40,NA,16,10,1,36,1,2,NA,1,2,2,2,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7419,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,35,168,1,1,10,2,NA,NA,NA
7420,NA,1,NA,40,NA,4,34,1,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,30,4,NA,1,8,2,NA,NA,NA
7421,NA,1,NA,40,NA,18,16,2,480,1,2,NA,1,2,2,2,NA,NA,NA,NA,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7422,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7423,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7425,NA,1,NA,36,NA,28,39,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,23,24,NA,NA,NA,NA,NA,NA,NA
7426,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7427,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7428,NA,1,NA,40,NA,28,39,1,5,1,2,NA,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
7430,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,24,600,2,NA,NA,NA,NA,NA,NA
7431,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7433,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434,NA,1,NA,40,NA,27,2,1,6,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7435,NA,1,NA,51,NA,27,21,1,48,1,1,8,1,2,2,1,1,NA,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7436,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,23,96,2,NA,NA,NA,4,NA,NA
7437,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7438,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7439,NA,1,NA,45,NA,25,33,1,0,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,1,1,4,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
7440,NA,1,NA,40,NA,4,37,1,6,2,1,8,1,2,2,1,NA,NA,NA,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7442,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,38,180,1,1,8,2,NA,NA,NA
7443,NA,1,NA,40,NA,27,19,1,36,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7444,NA,1,NA,20,2,24,39,1,6,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7445,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7446,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7448,NA,1,NA,36,NA,27,20,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7449,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,26,60,2,NA,NA,NA,NA,NA,NA
7450,NA,1,NA,64,NA,8,31,1,144,1,1,1,1,2,1,1,NA,2,NA,NA,NA,1,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7454,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,37,24,1,1,6,2,NA,NA,NA
7455,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7456,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,240,1,2,NA,NA,NA,NA,NA
7457,NA,1,NA,48,NA,24,39,1,144,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7459,NA,1,NA,38,NA,4,30,1,7,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,37,156,NA,NA,NA,NA,NA,NA,NA
7460,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7463,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7464,NA,1,NA,57,NA,12,2,1,36,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7465,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7466,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,25,552,1,1,2,1,NA,NA,NA
7467,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7469,NA,1,NA,50,NA,98,98,1,3,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,22,48,NA,NA,NA,NA,NA,NA,NA
7471,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7472,NA,1,NA,40,NA,39,20,1,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7475,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7476,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,24,84,2,NA,NA,NA,NA,NA,NA
7477,NA,1,NA,8,2,42,23,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7478,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,240,2,NA,NA,NA,NA,NA,NA
7480,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,240,2,NA,NA,NA,NA,NA,NA
7482,NA,1,NA,35,NA,41,1,1,192,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
7484,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7485,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,84,2,NA,NA,NA,NA,NA,NA
7486,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7487,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,120,2,NA,NA,NA,NA,NA,NA
7488,NA,1,NA,40,NA,27,20,1,132,1,1,1,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA
7489,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,132,2,NA,NA,NA,NA,NA,NA
7490,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7491,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,132,1,1,1,2,NA,NA,NA
7496,NA,1,NA,40,NA,14,34,1,6,1,2,NA,1,2,1,1,1,NA,NA,NA,NA,1,2,NA,NA,1,34,120,NA,2,NA,NA,NA,NA,NA
7497,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,240,2,NA,NA,NA,NA,NA,NA
7498,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7499,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,11,60,2,NA,NA,NA,NA,NA,NA
7500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7501,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7502,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,25,600,2,NA,NA,NA,NA,NA,NA
7504,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7505,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7506,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,96,2,NA,NA,NA,NA,NA,NA
7507,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7509,NA,1,NA,40,NA,18,35,1,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7511,NA,1,NA,14,2,4,30,1,1,2,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7512,NA,1,NA,35,NA,27,21,1,6,2,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7514,NA,1,NA,40,NA,41,19,1,36,9,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7515,NA,1,NA,25,1,28,29,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7517,NA,1,NA,56,NA,25,40,1,72,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,38,36,NA,1,10,1,NA,NA,NA
7518,NA,1,NA,48,NA,98,98,1,12,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7519,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7520,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,120,2,NA,NA,NA,NA,NA,NA
7521,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,32,144,2,NA,NA,NA,NA,NA,NA
7522,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,33,192,2,NA,NA,NA,NA,NA,NA
7523,NA,1,NA,42,NA,32,29,1,9,1,1,1,1,2,1,1,NA,2,NA,NA,NA,1,1,4,NA,1,28,300,NA,1,4,1,NA,NA,NA
7524,NA,1,NA,40,NA,39,22,6,5,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,16,36,NA,2,NA,NA,4,NA,NA
7525,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,180,2,NA,NA,NA,NA,NA,NA
7526,NA,1,NA,50,NA,20,1,1,12,2,1,4,1,2,1,1,NA,NA,NA,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7527,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7531,NA,1,NA,75,NA,6,2,1,300,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7532,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,41,240,1,1,5,1,NA,NA,NA
7535,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7536,NA,1,NA,28,2,24,21,1,18,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7537,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,24,2,NA,NA,NA,NA,NA,NA
7540,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,18,240,1,1,1,1,NA,NA,NA
7542,NA,1,NA,26,2,23,11,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7544,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180,2,NA,NA,NA,NA,NA,NA
7546,NA,1,NA,40,NA,8,35,1,132,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7547,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7548,NA,1,NA,40,NA,16,6,1,144,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7549,NA,1,NA,30,2,42,38,1,0,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
7550,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,96,2,NA,NA,NA,NA,NA,NA
7552,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,300,2,NA,NA,NA,NA,NA,NA
7553,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,240,2,NA,NA,NA,NA,NA,NA
